,number,brand,name,old_price,new_price,ml,concentration,department,scents,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings,scents_group
729,624,TOM FORD,Black Orchid,495.0,211.0,50,EDP,Women,Spicy,"Incense,Lotus,Patchouli,Sandalwood,Vanilla,Vetiver","Black Orchid,Fruity Notes,Tuberose",5.0,Number One,3.7,347,Spicy
730,629,Dolce & Gabbana,The One,350.0,189.6,100,EDT,Men,Spicy,"Amber, Cedar, Toacco","Ginger, Orange Blossom, Cardamom",4.3,noon,4.2,98.1K,Spicy
731,640,DORALL COLLECTION,Lady Dorall,14.75,14.75,100,EDT,Women,Spicy,"Apricot, amber, lemon tree","Lily, jasmine, rose",4.0,Princess of beauty,3.8,467,Spicy
732,645,CARTIER,Declaration,460.0,101.6,100,EDT,Men,Spicy,"Leather, Amber, Tea, Tahitian Vetiver, Oak Moss And Cedar","Iris, Ginger, Cinnamon, Pepper, Juniper, Orris Root, Jasmine And Guatemalan Cardamom",4.5,Number One,3.5,98,Spicy
733,650,NINA RICCI,Mademoiselle Ricci,295.0,166.2,80,EDP,Women,Spicy,"Violetwhite Wood, Musk, Amber, Cedar, Violet","Nerium Oleander, Rose Hip, Laurels",4.0,neo lek,3.5,88,Spicy
734,660,Lattafa,24 Carat Pure Gold,123.0,46.5,100,EDP,Unisex,Spicy,"Incense, Amber, Leather, Musk And Vanilla",Rose And Sandalwood,3.5,noon,4.2,98.1K,Spicy
735,663,Mont Blanc,Legend,220.0,141.95,100,EDT,Men,Spicy,"Sandalwood, Tonka, And Evernyl","Dried Fruit, Oakmoss Fused With Geranium, Rose And Apple",5.0,noon,4.2,98.1K,Spicy
736,666,CARTIER,Santos D Concentree,240.5,240.5,100,EDT,Men,Spicy,"Sandalwood, Amber, Coconut, Patchouli, Vanilla and Cedar","Pepper, Nutmeg, Vetiver, Geranium, Rosemary, Cloves and Clary Sage",4.5,alryhanaksa,3.6,33,Spicy
737,668,DORALL COLLECTION,Lancy,27.0,11.85,100,EDT,Women,Spicy,"Tonka, Praline, Patchouli, Vanilla","Iris, Orange Blossom, Jasmine",4.5,the beauty,3.5,538,Spicy
738,678,Remy Marquis,Remy,57.3,57.3,100,EDT,Men,Spicy,"Cedar, Sandalwood, Musk And Amber","Geranium, Cinnamon And Nutmeg",4.5,moon perfume,3.7,199,Spicy
739,685,ROGER & GALLET,Open,43.4,43.4,100,EDT,Men,Spicy,"Lamon, Woody",Sage And Thyme,5.0,Acacia Rose,3.5,88,Spicy
740,698,GUCCI,Guilty Black,425.0,218.05,90,EDT,Men,Spicy,Patchouli,Orange Flower,5.0,noon,4.2,98.1K,Spicy
741,709,GUESS,Seductive,177.0,86.75,75,EDT,Women,Spicy,"Vanille, Olibanum And Cashmere Wood","Jasmine, African Orange Flower And Orris Root",5.0,noon,4.2,98.1K,Spicy
742,710,Dolce & Gabbana,The One,350.0,189.6,100,EDT,Men,Spicy,"Amber, Cedar, Toacco","Ginger, Orange Blossom, Cardamom",4.3,noon,4.2,98.1K,Spicy
743,715,DIESEL,Plus Plus Masculine,50.0,30.0,75,EDT,Men,Spicy,"Vetiver, Musk, Sandalwood, Patchouli, Oak Moss, Nutmeg, Clove, Cinnamon, Tonka Bean and Anise","Jasmine, Birch, Sage, Cardamom, Coriander, Lily-of-The-Valley, Violet and Green Notes",4.5,Attractive perfume,3.8,244,Spicy
744,716,JAGUAR,Classic Blue,290.0,67.0,100,EDT,Men,Spicy,"Sandalwood, Benzoin, White Musk","Ginger, Orange Blossom, Lotus",4.7,Beauty Gallery,4.3,59,Spicy
745,756,BVLGARI,Man In Black,485.0,187.0,100,EDP,Men,Spicy,"Tonka Bean, Guaiac Wood, Benzoin","Leather, Iris, Tuberose",4.6,Kado Store,4.2,20,Spicy
746,758,CARTIER,Declaration,460.0,101.6,100,EDT,Men,Spicy,"Leather, Amber, Tea, Tahitian Vetiver, Oak Moss And Cedar","Iris, Ginger, Cinnamon, Pepper, Juniper, Orris Root, Jasmine And Guatemalan Cardamom",4.5,Number One,4.1,63,Spicy
747,760,DIESEL,Plus Plus Masculine,31.8,31.8,75,EDT,Men,Spicy,"Vetiver, Musk, Sandalwood, Patchouli, Oak Moss, Nutmeg, Clove, Cinnamon, Tonka Bean And Anise","Jasmine, Birch, Sage, Cardamom, Coriander, Lily-of-the-valley, Violet And Green Notes",4.6,noon,4.2,98.1K,Spicy
748,767,LANVIN,L'Homme,110.0,110.0,100,EDT,Men,Spicy,"Sandalwood, amber, musk","Comprise, pepper, mint, sage, cardamom",5.0,Queen Beauty,3.9,135,Spicy
749,772,DORALL COLLECTION,Lancy,27.0,11.85,100,EDT,Women,Spicy,"Tonka, Praline, Patchouli, Vanilla","Iris, Orange Blossom, Jasmine",4.5,the beauty,3.9,538,Spicy
750,778,HUGO BOSS,Boss The Scent,426.0,133.0,100,EDT,Men,Spicy,Leather,Maninka Fruit And Lavender,4.6,Perfume Ms,3.9,537,Spicy
751,780,PACO RABANNE,Invictus Intense,199.0,199.0,100,EDT,Men,Spicy,"Ambergris, Amber, Salt","Laurels, Whiskey",4.7,Parfume-Stor,3.9,537,Spicy
752,797,VERSACE,Crystal Noir,447.0,215.0,90,EDT,Women,Spicy,"Sandalwood, Musk, Amber","Orange Blossom, Peony, Gardenia, Coconut",4.8,noon,4.2,98.1K,Spicy
753,809,GUESS,Seductive,177.0,86.75,75,EDT,Women,Spicy,"Vanille, Olibanum And Cashmere Wood","Jasmine, African Orange Flower And Orris Root",5.0,noon,4.2,98.1K,Spicy
754,814,DIESEL,Plus Plus Masculine,50.0,30.0,75,EDT,Men,Spicy,"Vetiver, Musk, Sandalwood, Patchouli, Oak Moss, Nutmeg, Clove, Cinnamon, Tonka Bean and Anise","Jasmine, Birch, Sage, Cardamom, Coriander, Lily-of-The-Valley, Violet and Green Notes",4.5,Attractive perfume,3.5,244,Spicy
755,822,ST Dupont,Passenger,103.0,103.0,100,EDT,Men,Spicy,"Guaiac Wood, Benzoin","Ginger, Cardamom, Pink Pepper and Lavender",5.0,Beautiful Live,412.0,7,Spicy
756,830,Alina Corel,For Ever,33.85,33.85,100,EDP,Men,Spicy,"Guaiac Wood, Benzoin","Ginger, Cardamom, Pink Pepper and Lavender",5.0,Beautiful Live,412.0,7,Spicy
757,853,BVLGARI,Man In Black,485.0,187.0,100,EDP,Men,Spicy,"Tonka Bean, Guaiac Wood, Benzoin","Leather, Iris, Tuberose",4.6,Kado Store,3.6,20,Spicy
758,863,Dior,Sauvage,430.0,208.25,100,EDT,Men,Spicy,"Ambroxan, Cedar, Labdanum","Sichuan Pepper, Lavender, Pink Pepper, Vetiver, Geranium, Patchouli, Elemi",4.6,Spicebomb,3.9,66,Spicy
759,876,HUGO BOSS,Boss The Scent,426.0,133.0,100,EDT,Men,Spicy,Leather,Maninka Fruit And Lavender,4.6,Perfume Ms,4.1,537,Spicy
760,884,GUESS,Homme,210.0,98.0,100,EDT,Men,Spicy,"Patchouli, Sandalwood, Amber And Musk","Vanilla Orchid, Violet Leaves And Vetiver",4.4,Star.perfume,3.5,537,Spicy
761,891,Givenchy,Pour Homme,375.0,117.85,100,EDT,Men,Spicy,"Labdanum, Cedar","Vetiver, Lavender Extract",4.7,hadayiq baris,3.8,122,Spicy
762,892,MONTBLANC,Emblem,363.0,146.6,100,EDT,Men,Spicy,"Tonka Bean, And Woody Notes",Violet Leaf And Cinnamon,4.4,noon,4.2,98.1K,Spicy
763,895,MONTBLANC,Emblem Intense,395.0,127.5,100,EDT,Men,Spicy,"Patchouli, Tonka Beans, Velvet, Woody Notes","Violet Leaf, Apple, Rose, Cinnamon, Nutmeg",4.2,noon,4.2,98.1K,Spicy
764,896,MONTBLANC,Emblem,363.0,146.55,100,EDT,Men,Spicy,"Woody Notes, Tonka Bean","Violet Leaf, Cinnamon",5.0,noon,4.2,98.1K,Spicy
765,967,Dior,Sauvage,430.0,208.25,100,EDT,Men,Spicy,"Ambroxan, Cedar, Labdanum","Sichuan Pepper, Lavender, Pink Pepper, Vetiver, Geranium, Patchouli, Elemi",4.6,Spicebomb,3.5,66,Spicy
766,968,GUESS,Marciano,150.0,80.7,100,EDT,Men,Spicy,Woody And Spicy,"Spicy, Lavenday And Sage",4.7,AMLAQ,3.9,135,Spicy
767,984,GUESS,Homme,210.0,98.0,100,EDT,Men,Spicy,"Patchouli, Sandalwood, Amber And Musk","Vanilla Orchid, Violet Leaves And Vetiver",4.4,Star.perfume,3.9,537,Spicy
768,988,MONTBLANC,Emblem,363.0,146.6,100,EDT,Men,Spicy,"Tonka Bean, And Woody Notes",Violet Leaf And Cinnamon,4.4,noon,4.2,98.1K,Spicy
769,989,MONTBLANC,Emblem,363.0,146.55,100,EDT,Men,Spicy,"Woody Notes, Tonka Bean","Violet Leaf, Cinnamon",5.0,noon,4.2,98.1K,Spicy
794,0,PACO RABANNE,1 Million Lucky,395.0,244.55,100,EDT,Men,Woody,"Oakmoss, Patchouli and Vetiver","Hazelnut, Jasmine, Cashmir Wood, Cedar and Honey",5.0,noon,4.2,98.1K,Woody
795,14,Yves Saint Laurent,L'Homme,536.0,273.8,100,EDT,Men,Woody,"Tonka Bean, Tahitian Vetiver, Cedar","Spices, White Pepper, Basil, Violet Leaf",3.0,noon,4.2,98.1K,Woody
796,16,NARCISO RODRIGUEZ,Narciso Rouge,591.0,275.15,90,EDP,Women,Woody,"Cedar Wood, Tonka Beans, Vetiver",Musk,4.5,noon,4.2,98.1K,Woody
797,21,Alina Corel,Monsieur Intense Gold,31.45,31.45,100,EDP,Unisex,Woody,"Rare Wood, Amber Fat, White Musk","Shepherd, Saffron, Teak Wood, Gaiak Wood",5.0,Kathya,3.8,116,Woody
798,22,Revlon,Charlie Gold,143.0,43.0,100,EDT,Women,Woody,"Sandalwood, Cedar Wood, Vanilla, Caramel Musk, Woody Accords","Jasmine, Rose, Muget, Freesia, Cinnamon",4.0,Golden Perfumesعطر أصلي 100  %,3.6,113,Woody
799,23,TED LAPIDUS,Pour Homme,129.0,44.45,100,EDT,Men,Woody,"Sandalwood, tonka bean, amber, patchouli, musk, oakmoss, cedar, tobacco","Pine tree, honey, orris root, jasmine, caraway, petitgrain, lily-of-the-valley, rose, brazilian rosewood, incense",5.0,neo lek,3.5,88,Woody
800,26,Yves Saint Laurent,Body Kouros,510.0,203.6,100,EDT,Men,Woody,Benzoin,"Chinese Cedar, Clary Sage",5.0,noon,4.2,98.1K,Woody
802,30,Estee Lauder,Knowing,585.0,220.0,75,EDP,Women,Woody,"Oakmoss, Vetiver, Sandalwood and Amber","Jasmine, Patchouli and Orange Flower",5.0,KAYA,4.3,4K,Woody
803,31,Geoffrey Beene,Grey Flannel For Men,361.0,79.0,120,EDT,Men,Woody,"Tonka Bean, Almond, Oakmoss, Vetiver and Cedar","Mimose, Iris, Violet, Sage, Rose, Geranium and Narcissus",5.0,top langri,3.7,347,Woody
804,34,Mancera,Black Vanilla,588.0,296.0,120,EDP,Unisex,Woody,Vanilla Pods from Madagascar and White Musk,"Delicate Bulgarian Rose, Violet, and Jasmine",3.0,MAKE UP,3.8,71,Woody
805,63,BURBERRY,Mr. Burberry,515.0,179.95,100,EDP,Men,Woody,"Patchouli, Amber, Sandalwood, Vetiver, Benzoin and Cinnamon","Lavender, Cedar, Nutmeg",4.5,noon,4.2,98.1K,Woody
806,66,BURBERRY,Mr. Burberry,295.0,200.0,100,EDP,Men,Woody,"Patchouli, Amber, Sandalwood, Vetiver, Benzoin Cinnamon","Lavender, Cedar, Nutmeg",5.0,Star.perfume,3.9,537,Woody
807,70,YSL,Supreme Bouquet,1215.0,699.0,75,EDP,Unisex,Woody,"Amber, Musk and Patchouli","Tuberose, Jasmine and Ylang-Ylang",5.0,PARFUM.1990,3.5,244,Woody
808,72,RALPH LAUREN,Safari,541.0,178.0,125,EDT,Men,Woody,"Leather, sandalwood, amber, patchouli, musk, oakmoss, cedar","Cyclamen, carnation, cinnamon, tarragon, jasmine, rose",3.5,Pinch Of Perfum,3.5,75,Woody
809,78,DORALL COLLECTION,Molto Carina,27.0,8.55,100,EDT,Women,Woody,"Musk, Lactone, Woody Amber","Tropical Fruits, Peach, Jasmin, Water",4.0,B.A.G,3.7,14.1K,Woody
810,80,PACO RABANNE,1 Million,395.0,173.0,100,EDT,Men,Woody,"Indian Patchouli, amber, woody notes and leather","Rose absolute, musk and cinnamon bark",3.8,Al-Najm,3.7,347,Woody
811,86,BURBERRY,Mr.Burberry,515.0,199.9,100,EDP,Men,Woody,"Sandalwood, Vetiver , Guaiac Wood","Birch Leaf, Nutmeg Oil , Cedar",4.6,Faces,3.9,61,Woody
812,103,Carrera,Pour Homme,59.0,43.5,100,EDT,Men,Woody,"Cedar, Tonka Bean, Musk, Leather, Sandalwood And Oakmoss","Anise, Ginger, Cloves And Jasmine",5.0,KAYA,4.3,4K,Woody
813,104,DORALL COLLECTION,Nashwa,43.0,14.2,100,EDT,Women,Woody,"Amber, patchouli, vanilla, musk, sandalwood","Magnolia, gardenia, lily of the valley, freesia, jasmine",5.0,B.A.G,3.7,14.1K,Woody
814,105,Calvin Klein,Euphoria,289.0,94.55,100,EDT,Men,Woody,"Amber, Patchouli, Brazilian Redwood And Suede","Black Basil, Sage And Cedar",4.7,Star.perfume,4.2,537,Woody
815,110,TRUSSARDI,My Land,300.0,164.0,100,EDT,Men,Woody,"Leather, Vetiver and Tonka Bean","Lavender, Violet and Calone",4.5,Beautiful Live,412.0,7,Woody
816,111,Dupont,Passenger,95.0,95.0,100,EDT,Men,Woody,"Guaiac Wood, Benzoin","Ginger, Cardamom, Pink Pepper and Lavender",4.5,Beautiful Live,412.0,7,Woody
817,113,Calvin Klein,Euphoria,220.0,91.95,100,EDT,Men,Woody,"Amber, Patchouli, Brazilian Redwood, Suede","Black Basil, Sage, Cedar",5.0,noon,4.2,98.1K,Woody
818,114,PACO RABANNE,Pour Homme,226.0,136.05,100,EDT,Men,Woody,"Honey, Amber, Musk, Oakmoss","Tonka Bean, Lavender, Geranium",4.5,noon,4.2,98.1K,Woody
819,115,MONTBLANC,Starwalker,240.0,125.55,75,EDT,Men,Woody,"Ginger, Fir Resin, Nutmeg, Amber","Sandalwood, White Musk, Cedar",5.0,noon,4.2,98.1K,Woody
820,119,DAVIDOFF,Zino,116.0,81.55,125,EDT,Men,Woody,"Tonka, Sandal, Amber, Cedar, Patchouli and Vanilla","Muguet, Rose, Jasmine and Geranium",3.4,AMLAQ,3.9,135,Woody
821,131,PACO RABANNE,Paco Rabanne,250.0,133.7,100,EDT,Men,Woody,"Tobacco, Oakmoss And Musk","Lavender, Thyme And Tarragon",4.4,AMLAQ,3.9,135,Woody
822,138,PACO RABANNE,One Million Lucky,435.0,257.15,100,EDT,Men,Woody,"White cedar, patchouli, amber wood, vanilla","Hazelnut, Cedar and Jasmine",4.7,noon,4.2,98.1K,Woody
823,144,LALIQUE,Lalique,541.0,249.0,100,EDP,Women,Woody,"White Musk,Sandalwood,Vanilla","Blackberry,Cassis,Pear",4.4,Faces,3.9,61,Woody
824,145,Franck Olivier,Oud Touch,93.0,93.0,100,EDP,Men,Woody,"Amber, Musk And Vanilla","Violet, Patchouli, Rose, Jasmine And Olibanum",5.0,Faces,3.9,61,Woody
825,149,PACO RABANNE,One Million,426.0,287.95,200,EDT,Men,Woody,Blonde Leather Patchouli White Woods Amber,Rose Absolute And Cinnamon Spices,5.0,noon100  % original genuine product,4.2,98.1K,Woody
826,150,Calvin Klein,Euphoria,289.0,94.55,100,EDT,Men,Woody,"Amber, Patchouli, Brazilian Redwood And Suede","Black Basil, Sage And Cedar",4.7,Star.perfume,3.9,537,Woody
828,164,JAGUAR,Classic Gold,118.0,79.95,100,EDT,Men,Woody,"Patchouli,Vanilla,Musk","Orange Blossom,Teak Wood",4.7,Star.perfume,3.9,537,Woody
830,168,Pino Silvestre,Pino Silvester Original,72.5,72.5,125,EDT,Men,Woody,"Amber, Cedar, Musk, Tonka Beans and Moss","Spicy Notes Of Carnation, Nutmeg, Geranium, Thyme and Fir Tree",5.0,neo lek,3.5,88,Woody
831,183,Lattafa,Khalis Pure Oudi,68.0,37.0,100,EDP,Unisex,Woody,"Amber, Cedar, Guaiac Wood, Musk, Vanilla","Jasmine, Sandalwood",4.3,noon,4.2,98.1K,Woody
832,185,DORALL COLLECTION,Oud Arabi,11.35,11.35,100,PDT,Unisex,Woody,"Patchouli, sandalwood, musk, amber","Oudh, rose, guaiac wood, jasmine",3.9,Princess of beauty,3.8,467,Woody
833,191,AMOUAGE,Gold,1376.0,904.85,100,EDP,Women,Woody,"Ambergris, Civet, Musk, Cedar Wood, Sandalwood","Myrrh, Orris, Jasmine",4.4,Parvant Store,3.8,76,Woody
834,192,Givenchy,Gentlemen Only,627.0,260.0,100,EDT,Men,Woody,Skin Accord And Tonka Bean,"Cedar Wood, Patchouli Heart And Leather",4.0,Faces,3.9,61,Woody
835,197,BVLGARI,Man in Black,483.0,200.95,100,EDP,Men,Woody,"Benzoin, Guaiac Wood and Tonka Beans","Iris, Leather and Tuberose",4.7,Star.perfume,3.9,537,Woody
837,205,LOEWE,Esencia,230.0,219.9,150,EDT,Men,Woody,"Tonka Bean,Leather,Sandalwood,Fir,Amber,Patchouli,Musk,Oakmoss,Vetiver,Cedar,Styrax","Clary Sage,Nutmeg,Basil,Jasmine,Neroli,Lily Of The Valley,Rose,Pine Tree Needles,Geranium,Black Currant",5.0,Y,3.5,75,Woody
838,223,GUCCI,Guilty Absolute,515.0,299.85,90,EDP,Men,Woody,Woody Notes and Vetiver,Patchouli and Cypress,4.3,noon,4.2,98.1K,Woody
839,231,Marbert,Man,51.95,51.95,125,EDT,Men,Woody,"Musk, Sandalwood, Patchouli, Oak Moss, Virginia Cedar, Amber and Leather","Geranium,Jasmine,Lily Of The Valley,Majorjam,Coriander,Nutmeg",5.0,neo lek,3.5,88,Woody
840,237,LACOSTE,Blanc Pour Homme,356.0,95.0,100,EDT,Men,Woody,"Leather, Suede And Cedar",Mexican Tuberose And Ylang-Ylang,5.0,Cute Shop,3.9,537,Woody
841,243,UNITED COLORS OF BENETTON,United Colors Of Benetton Hot,111.0,28.0,100,EDT,Men,Woody,"Sandalwood, Amber, Musk, Vanilla, Oakmoss, Cedar","Apricot, Iris, Water Jasmine, Lily-Of-The-Valley",4.0,Dior Fragrances,3.7,59,Woody
842,245,CAROLINA HERRERA,Ch Men Sports,285.0,115.0,50,EDT,Men,Woody,"Sandalwood, Oak Moss And Vetiver",Sea Notes Mixed With Spices And Aromatic Accords – Sichuan Pepper And Juniper Berries,4.3,Pink Box,4.2,7,Woody
843,252,Dior,Joy,500.0,360.0,90,EDP,Women,Woody,"Sandalwood, Cedar Wood, Vanilla, Caramel Musk, Woody Accords","Jasmine, Rose, Muget, Freesia, Cinnamon",4.0,Golden Perfumesعطر أصلي 100  %,3.6,113,Woody
844,253,LALIQUE,Encre Noire,140.0,136.0,100,EDT,Men,Woody,"Musk, Cashmere Wood",Haitian and Bourbon Vetiver,4.5,Abu Al Tayyeb Perfumes,3.6,76,Woody
845,255,PACO RABANNE,Black XS,429.0,310.0,100,EDT,Men,Woody,Black Amber And Patchouli,Praline And Cinnamon,4.3,Parfume-Stor,3.9,61,Woody
846,256,AZZARO,Pour Homme,225.0,133.0,100,EDT,Men,Woody,"Leather, tonka bean, amber, musk, oakmoss","Sandalwood, juniper berries, patchouli, vetiver, cedar, cardamom",5.0,Instant,3.7,44,Woody
847,260,BOUCHERON,Pour Homme,340.0,165.7,100,EDP,Men,Woody,Patchouli and Sandalwood,Coriander and Basil,4.5,noon100% Genuine Product,4.2,98.1K,Woody
848,261,DORALL COLLECTION,Eventful,29.0,8.3,100,EDT,Women,Woody,Musk,"Rose, Ylang - Ylang",4.5,B.A.G,3.7,14.1K,Woody
849,262,Yves Saint Laurent,Body Kouros,510.0,229.35,100,EDT,Men,Woody,Benzoin,"Cedar, Sage",5.0,Star.perfume,3.9,537,Woody
850,266,DAVIDOFF,Cool Water,360.0,76.95,125,EDT,Men,Woody,"Amber, Cedar, Musk, Oakmoss, Tobacco","Geranium, Jasmine, Neroli, Sandalwood",4.5,hadayiq baris,3.8,122,Woody
851,274,MONTBLANC,Explorer,12.0,9.5,2,EDP,Men,Woody,"Vetiver, Leather, Cedarwood","Patchouli, Mahonial, Ambrofix",4.8,Princess of beauty,3.8,467,Woody
852,275,Calvin Klein,Euphoria,268.0,127.25,100,EDP,Men,Woody,"Black Violet, Liquid Amber, Mahogany, Cream Accords","Black Orchid, Champaca Flower",4.8,King-Perfume,3.6,450,Woody
854,291,GIORGIO ARMANI,Eau De Cedre,1204.0,470.0,100,EDT,Men,Woody,"Suede, Cedar Essence, Black Tea, Woody Notes","Violet Leaf, Cardamom and Cumin",4.7,MOON LIGHT,3.8,76,Woody
855,292,Mancera,Red Tobacco,590.0,340.0,120,EDP,Men,Woody,"Precious Tobacco, Amber, Woody Notes, Vetiver, Vanilla Pods and White Musk","Patchouli Leaves, Jasmine",4.7,Faces,4.2,61,Woody
856,294,Jimmy Choo,Man Ice,496.0,204.9,100,EDT,Men,Woody,"Musk, moss, ambroxan","Vetiver, patchouli, cedar, apple",4.4,Abu Al Tayyeb Perfumes,412.0,7,Woody
857,301,VERSACE,Oud Noir,500.0,260.0,100,EDP,Men,Woody,"Agarwood, Patchouli, Leatherwood","Cardamom, Saffron, Olibanum",4.5,Lady Style,4.2,124,Woody
858,309,Guerlain,Habit Rouge,435.0,218.45,100,EDP,Men,Woody,"Labdanum, Leather, Amber, Benzoin, Oakmoss and Vanilla","Carnation, Sandalwood, Patchouli, Cinnamon, Jasmine, Cedar and Rose",4.5,Star.perfume,3.5,537,Woody
859,315,PRADA,Milano Infusion D'iris,500.0,338.0,100,EDP,Women,Woody,Incense And Benzoin,"Iris, Cedar And Vetiver",5.0,Shopping life,4.2,20,Woody
860,317,Yves Saint Laurent,L'Homme,583.0,338.3,100,EDP,Men,Woody,"Cedar, Benzoin And Suede Accord",Violet Leaf And Orange Blossom,5.0,noon,4.2,98.1K,Woody
861,321,Revlon,Charlie Blue,44.0,34.0,100,EDT,Women,Woody,"A Mix Of Sandalwood, Oakmoss","Jasmine, Muguet, Rose, Ylang-Ylang",4.2,Attractive perfume,3.5,244,Woody
862,331,BVLGARI,Omnia Crystalline,504.0,279.0,65,EDT,Women,Woody,"White Sandalwood, Benzoin From Siam And Musks","Lotus Flower, Orris Concrete And Heliotrope",5.0,KAYA,4.3,4K,Woody
863,334,PACO RABANNE,1 Million Lucky,514.0,267.15,100,EDT,Men,Woody,"Oakmoss, Patchouli, Vetiver","Cashmere Wood, Cedar Wood, Hazelnut, Honey, Jasmine",4.5,AMLAQ,3.9,135,Woody
864,338,LANVIN,Lanvin,139.0,113.0,100,EDT,Men,Woody,"Sandalwood, Amber, Musk, Vanilla","Pepper, Mint, Sage, Cardamom",5.0,Chansles,3.9,33,Woody
865,343,CAROLINA HERRERA,212 Men Nyc,385.0,163.9,100,EDT,Men,Woody,"Labdanum, Sandalwood, Musk, Guaiac Wood, Vetiver And Incense","Ginger, Gardenia, Violet And Sage",4.3,Beuatyone1,3.9,1.9K,Woody
866,351,LOEWE,Esencia Pour Homme,514.0,177.0,150,EDT,Men,Woody,"Tonka Bean, Leather, Sandalwood, Fir, Amber, Patchouli, Musk, Oakmoss, Vetiver, Cedar and Styrax","Clary Sage, Nutmeg, Basil, Jasmine, Neroli, Lily-of-the-valley, Rose, Pine Tree Needles, Geranium and Black Currant",5.0,Pinch Of Perfum,4.2,32,Woody
867,353,MONTBLANC,Explorer,310.0,187.9,100,EDP,Men,Woody,"Ambroxan, Akigalawood, Indonesian Patchouli Leaf, Cacao Pod","Haitian Vetiver, Leather",5.0,noon,4.2,98.1K,Woody
868,367,DORALL COLLECTION,Eternally Hot,29.0,8.0,100,EDT,Women,Woody,"Vanilla, Musk","Gardenia, Jasmine",4.5,B.A.G,4.2,14.1K,Woody
869,369,Guerlain,Habit Rouge,435.0,218.45,100,EDP,Men,Woody,"Labdanum, Leather, Amber, Benzoin, Oakmoss and Vanilla","Carnation, Sandalwood, Patchouli, Cinnamon, Jasmine, Cedar and Rose",4.5,Star.perfume,3.9,537,Woody
870,374,BENTLEY,Momentum Intense,226.0,144.0,100,EDP,Men,Woody,"Amber Wood, Sandalwood and White Musk","Geranium, Tonka Bean and Marine Ambergris",5.0,MOON LIGHT,3.9,61,Woody
871,381,BURBERRY,Body,283.0,142.0,85,EDP,Women,Woody,"Cashmere Wood, Musk, Amber and Vanille","Iris, Rose and Sandalwood",5.0,King-Perfume,4.2,450,Woody
872,383,Revlon,Charli Blue,44.0,44.0,100,EDT,Women,Woody,"Sandalwood, Oakmoss, Musk","Jasmine, Muguet, Rose, Ylang-ylang",5.0,Attractive perfume,3.5,244,Woody
873,385,BENTLEY,Absolute,200.0,154.0,100,EDP,Men,Woody,"Moss, Agarwood, Amber, Atlas Cedar","Olibanum, Papyrus, Sandalwood",5.0,Nawaem_perfumes,3.9,69,Woody
874,392,RALPH LAUREN,Polo Blue,465.0,327.0,125,EDP,Men,Woody,Vetiver,Blue Orris Accord,4.7,top langri,3.9,347,Woody
875,393,NARCISO RODRIGUEZ,Narciso Rodriguez For Her,442.0,108.75,100,EDT,Women,Woody,"Vetiver, Vanilla","Egyptian Musk, Amber",4.7,Creativity star,3.5,319,Woody
876,396,Guerlain,Ideal,516.0,228.2,100,EDT,Men,Woody,"Leather, Cedar and Vetiver",Almond and Tonka Bean,4.0,AMLAQ,3.9,135,Woody
877,398,TED LAPIDUS,Lapidus Pour Homme,122.0,66.0,100,EDT,Men,Woody,"Sandalwood, tonka bean, amber, patchouli, musk, oakmoss, cedar and tobacco.","pine tree, honey, orris root, jasmine, caraway, petitgrain, lily-of-the-valley, rose, brazilian rosewood and incense",5.0,Diorworld,3.5,75,Woody
879,425,AZZARO,Chrome Legend,266.0,123.3,125,EDT,Men,Woody,"Cedar, Vetiver","Moss, Musk",5.0,noon,4.2,98.1K,Woody
880,434,Shirley May,Darknet Pour Homme,11.5,11.5,100,EDT,Men,Woody,Musk And Moss,"Anise, Cardamom And Cinnamon",3.0,Beauty Gallery,3.7,59,Woody
881,437,DAVIDOFF,The Game,147.0,77.0,100,EDT,Men,Woody,Ebony Wood,"Iris, Woody Notes",5.0,Cute Shop,4.2,98.1K,Woody
882,438,PACO RABANNE,Ultraviolet,353.0,165.0,100,EDT,Men,Woody,Indonesian Patchouli And Oakmoss,Tanzanian Black Pepper And Ambergris,4.4,Star.perfume,3.9,537,Woody
883,457,Lancome,Magie Noire L'eau,401.0,401.0,75,EDT,Women,Woody,"Amber, Sandalwood and Patchouli",Jasmine and Ylang-Ylang,4.6,Banorama,3.5,63,Woody
884,458,LOEWE,Esencia Pour Homme,514.0,177.0,150,EDT,Men,Woody,"Tonka Bean, Leather, Sandalwood, Fir, Amber, Patchouli, Musk, Oakmoss, Vetiver, Cedar and Styrax","Clary Sage, Nutmeg, Basil, Jasmine, Neroli, Lily-of-the-valley, Rose, Pine Tree Needles, Geranium and Black Currant",5.0,Pinch Of Perfum,3.5,32,Woody
885,460,HUGO BOSS,Boss,375.0,105.0,100,EDT,Men,Woody,"Sandalwood, Vetiver, Cedarwood And Vanilla","Geranium, Cinnamon And Cloves",4.7,Acacia Rose,4.8,77,Woody
886,475,LACOSTE,L.12.12 Blanc,108.0,89.95,100,EDT,Men,Woody,"Virginia Cedar, Leather, Suede, Vetiver",Ylang,5.0,noon,4.2,98.1K,Woody
887,477,DORALL COLLECTION,Love You Like Crazy,25.0,7.25,100,EDT,Women,Woody,"Patchouli, musk, vanilla, amber","Peony, jasmine, lily",4.5,B.A.G,3.7,14.1K,Woody
