,number,brand,name,old_price,new_price,ml,concentration,department,scents,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings,scents_group
76,125,CARTIER,Pasha de Cartier,290.0,185.25,100,EDT,Men,Aromatic,"Oakmoss, Sandalwood, Patchouli, Labdanum","Coriander, Brazilian Rosewood",4.3,noon,4.2,98.1K,Aromatic
77,174,Lattafa,Sheikh Al Shuyukh,63.0,32.75,50,EDP,Unisex,Aromatic,"Vetiver, Patchouli","Lavender Sage, Rosemary",4.8,noon,4.2,98.1K,Aromatic
79,288,HUGO BOSS,Hugo,395.0,115.0,125,EDT,Men,Aromatic,"Cedar Wood, Fir, Patchouli","Carnation, Geranium, Jasmine, Sage",4.2,Grass gulf,3.5,135,Aromatic
80,304,CAROLINA HERRERA,Prive,425.0,140.0,100,EDT,Men,Aromatic,"Leather, Benzoin and Tonka",Luxurious Notes of Whiskey,4.3,Perfume Ms,3.8,66,Aromatic
81,345,HUGO BOSS,Hugo,395.0,115.0,125,EDT,Men,Aromatic,"Cedar Wood, Fir, Patchouli","Carnation, Geranium, Jasmine, Sage",4.2,Grass gulf,3.7,135,Aromatic
82,366,JAGUAR,Jaguar,179.0,59.7,100,EDT,Men,Aromatic,"Leather, Sandalwood, Tonka Bean, Amber, Patchouli, Musk, Oakmoss, Vanilla, Cedar, Tobacco, Fern","Cyclamen, Nutmeg, Carnation, Gardenia, Cinnamon, Jasmine, Caraway, Sage, Rose, Geranium, Fir",4.5,noon,4.2,98.1K,Aromatic
83,432,Guerlain,Vetiver,426.0,174.0,100,EDT,Men,Aromatic,"Vetiver, Oakmoss, Leather, Myrrh, Civet, Tonka Bean, Amber","Vetiver, Pepper, Carnation, Sage, Orris Root, Sandalwood",5.0,Nawaem_perfumes,3.9,69,Aromatic
84,474,JAGUAR,Jaguar,179.0,59.7,100,EDT,Men,Aromatic,"Leather, Sandalwood, Tonka Bean, Amber, Patchouli, Musk, Oakmoss, Vanilla, Cedar, Tobacco, Fern","Cyclamen, Nutmeg, Carnation, Gardenia, Cinnamon, Jasmine, Caraway, Sage, Rose, Geranium, Fir",4.5,noon,4.2,98.1K,Aromatic
85,506,Yves Saint Laurent,Rive Gauche Homme,560.0,560.0,80,EDT,Men,Aromatic,Gaiac Wood,Patchouli And Vetiver,4.7,Abu Al Tayyeb Perfumes,3.5,63,Aromatic
86,516,LANVIN PARIS,L'Homme Sport,170.0,149.45,100,EDT,Men,Aromatic,"Cedar, Sandalwood, Musk, Amber, Iris, Vetiver, Benzoin, Moss And Spices","Jasmine, Violet, Iris, Ylang-Ylang, Gardenia, Carnation, Rosemary, Orchid And Cloves",4.0,Parvant Store,3.8,76,Aromatic
87,546,DAVIDOFF,Cool Water,150.0,71.75,75,EDT,Men,Aromatic,"Musk, Oakmoss, Cedar, Amber","Sandalwood, Geranium, Neroli, Jasmine",4.1,noon,4.2,98.1K,Aromatic
88,712,JAGUAR,Classic Black,60.0,60.0,100,EDT,Men,Aromatic,"Sandalwood, Oakmoss, Tonka Beans, Virginia Cedar, Vetiver, Musk","Cardamom With Black Tea Leaves, Geranium, Nutmeg",4.3,perfumes--addresses,4.4,59,Aromatic
89,936,Dolce & Gabbana,K,26.0,14.1,100,EDT,Men,Aromatic,"Woody, Masculine, Cedarwood, Vetiver, Patchouli Accords","Pimento, Clary Sage, Geranium, Lavandin",3.0,beautiful lady,4.3,5,Aromatic
90,964,DAVIDOFF,Cool Water,150.0,71.75,75,EDT,Men,Aromatic,"Musk, Oakmoss, Cedar, Amber","Sandalwood, Geranium, Neroli, Jasmine",4.1,noon,4.2,98.1K,Aromatic
185,1,Roberto Cavalli,Paradiso Assoluto,415.0,107.95,50,EDP,Women,Floral,"Vanilla, Sandalwood And Patchouli",Wild Jasmine and Red Lily,4.8,noon,4.2,98.1K,Floral
186,8,GUCCI,Bamboo,575.0,189.0,75,EDP,Women,Floral,Sandalwood,Casablanca Lily and Ylang Ylang Extra-Comoros,4.8,Al-Najm,3.7,347,Floral
187,13,MONTALE,Black Oud,455.0,240.0,100,EDP,Men,Floral,"Mandarin Orange, Agarwood","Musk, Patchouli",3.3,noon,4.2,98.1K,Floral
188,15,CHLOE,Love Story,483.0,274.95,75,EDP,Women,Floral,"Musk, Cedar, Cashmirwood, Patchouli","Orange Blossom, Stephanotis, Rose, Black Currant, Peach",5.0,noon,4.2,98.1K,Floral
189,18,Rasasi,Romance,60.0,35.25,45,EDP,Women,Floral,"Amber, Musk, Powdery Notes, Cedar and Sandalwood","Rose,Jasmine",4.5,B.A.G,3.7,14.1K,Floral
190,19,BOUCHERON,Quatre,327.0,171.5,100,EDP,Women,Floral,Golden Woods Musk,"Sambac Jasmine Absolute, Rose Absolute",5.0,Star.perfume,3.9,537,Floral
191,20,NARCISO RODRIGUEZ,Narciso Rodriguez,595.0,200.0,100,EDP,Women,Floral,Patchouli and Sandalwood,Amber and Musk,4.6,hadayiq baris,3.8,122,Floral
192,27,Van Cleef & Arpels,First,170.95,170.95,100,EDT,Women,Floral,"Honey, Sandalwood, Tonka Bean, Amber, Musk, Civet, Vanilla, Oakmoss, Vetiver","Carnation, Tuberose, Orchid, Orris Root, Jasmine, Hiacynth, Turkish Rose, Ylang-Ylang, Lily-Of-The-Valley, Narcissus",5.0,noon,4.2,98.1K,Floral
194,35,Dior,Addict,715.0,333.8,100,EDP,Women,Floral,"Bourbon Vanilla, Sandal Wood And Tonka Bean","Night Queen Flower, Bulgarian Rose And Orange Flower",4.5,Parfume-Stor,3.5,63,Floral
195,38,Calvin Klein,CK Be,247.0,108.3,200,EDT,Men,Floral,"Musk, Sandalwood, Cedar, Vanilla, Opoponax, Amber","Green Grass, Peach, Jasmine, Freesia, Magnolia, Orchid",5.0,noon,4.2,98.1K,Floral
196,39,GUCCI,Guilty,504.0,214.9,75,EDT,Women,Floral,"Patchouli, Amber","Raspberry Vilolet, Lilac, Peach",5.0,noon,4.2,98.1K,Floral
197,40,AIGNER,Starlight,341.0,126.95,100,EDP,Women,Floral,"Patchouli, Sandalwood, Vanilla and White Musk","Cumin, Jasmine and Strawberries",5.0,noon,4.2,98.1K,Floral
198,43,Estee Lauder,Modern Muse,450.0,164.4,50,EDP,Women,Floral,"Amber, Musk, Patchouli, Woody Notes","Honey Suckle, Jasmine Sambac, Lily, Tuberose",5.0,King-Perfume,3.9,450,Floral
199,45,Juicy Couture,Vivi La Juicy Limited Edition,235.0,154.1,100,EDP,Women,Floral,"Amber, Caramel, Vanilla, Sandalwood and Pralines","Honeysuckle, Gardenia, and Jasmine",5.0,AMLAQ,3.9,135,Floral
200,46,Laura Mars,Splandid,36.0,36.0,100,EDP,Women,Floral,"Vanilla, Amber","Jasmine, Geranium, Neroli and Ylang-Ylan",5.0,hadayiq baris,3.8,122,Floral
201,48,CHLOE,Chloe,631.0,186.0,75,EDP,Women,Floral,"Cedar, Amber","Magnolia, Lily-of-the-valley, Rose",3.5,عالم المشاهير,3.5,75,Floral
202,50,Elizabeth Arden,5Th Avenue,135.0,89.4,125,EDP,Women,Floral,"Amber, Vanilla, Clove, Iris, Musk, Sandalwood","Peach, Jasmine, Bulgarian Rose, Violet, Tuberose, Carnation, Nutmeg, Ylang-Ylang",3.8,noon,4.2,98.1K,Floral
203,55,DORALL COLLECTION,Scholar,19.0,9.45,100,EDT,Men,Floral,"Patchouli, Moss, Woody-Amber, Sandalwood, Musk, Dry Woods.","Jasmine, Peach, Apple, Green Notes, Lavender, Muguet, Dried Fruits.",5.0,B.A.G,3.7,14.1K,Floral
204,56,Calvin Klein,Eternity,131.0,100.0,100,EDT,Men,Floral,"Sandalwood, Amber, Musk, Vetiver and Brazilian Rosewood","Coriander, Lily, Orange Blossom, Juniper Berries, Basil, Jasmine, Sage, Lily-of-the-Valley and Geranium",4.0,hadayiq baris,3.8,122,Floral
205,58,PACO RABANNE,Lady Million,535.0,210.0,80,EDP,Women,Floral,Gardenia,Arabic Jasmine and African Orange Flower,4.7,Beauty Ideas,3.9,61,Floral
206,59,Giorgio Beverly Hills,giorgio,120.0,120.0,90,EDT,Women,Floral,"Sandalwood, Patchouli, Vanilla, Amber, Cedar, Oakmoss, Musk","Ylang-ylang, Seductive Tuberose, Gardenia, Jasmine, Rose, Orchid",5.0,Faces,3.9,61,Floral
207,60,Guerlain,Idylle,430.0,256.0,100,EDP,Women,Floral,Amber Accord and Sandalwood,"Magnolia, Jasmine and Ylang Ylang",4.3,MOON LIGHT,3.9,33,Floral
208,61,Yves Saint Laurent,Libre,655.0,410.0,90,EDP,Women,Floral,"Amber, Vanilla, Ambergris, Musk","Orange Blossom, Jasmine, Lavender",4.9,Parfume-Stor,4.2,25,Floral
209,62,Jean Paul GAULTIER,Scandal,400.0,288.0,50,EDP,Women,Floral,"Patchouli, Beeswax, Caramel, Licorice","Honey, Gardenia, Jasmine, Orange Blossom, Peach",5.0,Shopping life,4.2,20,Floral
210,73,EMPORIO ARMANI,Stronger With You,415.0,175.85,100,EDT,Men,Floral,"Amberwood, Cedar, Chestnut, Vanilla","Melon, Pineapple, Sage",4.5,flower,3.8,66,Floral
211,74,TED LAPIDUS,Rumba Passion Ted Lapidus,140.0,95.0,100,EDT,Women,Floral,"Patchouli, Vanilla And Honey",Jasmine And Rose,5.0,Beauty Gallery,3.7,59,Floral
212,77,BOUCHERON,Quatre,462.0,169.75,100,EDP,Women,Floral,"Caramel, Cashmere, Vanilla, White Musk","Apple, Jasmine, Fishing, Rose",4.9,noon,4.2,98.1K,Floral
213,81,VALENTINO,Valentina,500.0,241.0,80,EDP,Women,Floral,"Virginia Cedar,Vanilla,Amber","Strawberry,Tuberose,African Orange Flower,Jasmine",5.0,top langri,3.7,347,Floral
214,83,DKNY,Be Delicious,185.0,148.35,100,EDP,Women,Floral,White Amber and Woods,"Apple, Tuberose, White Muguet, Rose and Violet",4.8,AMLAQ,3.9,135,Floral
215,84,Estee Lauder,Modern Muse,584.0,239.7,100,EDP,Women,Floral,"Patchouli, Amber, Musk, Vanilla, Woodsy Note","Tuberose, Lily, Flower Petals, Honeysuckles, Jasmine Sambac, Chinee Jasmine",4.5,AMLAQ,3.9,135,Floral
216,92,Roberto Cavalli,Uomo,349.0,126.0,100,EDT,Men,Floral,Cedar,"Honey, Lavender",5.0,noon,4.2,98.1K,Floral
217,96,Roberto Cavalli,Florence,230.0,166.8,75,EDP,Women,Floral,"Patchouli, Musk, Amber","Orange Blossom, Grapefruit Blossom, Hibiscus Seed",4.6,AMLAQ,3.9,135,Floral
218,100,AVON,Tomorrow,130.0,70.0,50,EDP,Women,Floral,"Powdery, Floral, Woody, Balsamic, Rose",Musk,4.5,Tiffany,3.7,54,Floral
219,120,Ajmal,Evoke,150.05,150.05,75,EDP,Women,Floral,"Patchouli, Vanilla And Moss","Jasmine, Rose And Orris",5.0,BOUTIQUE PERFUMES,4.3,118,Floral
220,121,Guerlain,Idylle,725.0,259.7,100,EDP,Women,Floral,"Musk, Patchouli","Jasmine, Lilac, Lily, Lily Of The Valley, Peony",5.0,ثروة الجمال,3.8,76,Floral
221,123,PACO RABANNE,Olympêa,455.0,150.0,80,EDP,Women,Floral,"Sandalwood, Cashmere and Ambergris",Vanilla,4.5,Asrar Aljamal,3.8,61,Floral
222,124,CHOPARD,Happy Spirit,230.0,152.15,75,EDP,Women,Floral,"Amber, Cashmere Wood, Musk","Honeysuckle, Osmanthus",4.4,noon,4.2,98.1K,Floral
223,126,PACO RABANNE,Olympea,458.0,134.0,80,EDP,Women,Floral,"Cashmere, Sandalwood, Ambergris",Salted Vanilla,4.0,Number One,4.2,1.3K,Floral
224,132,Ajmal,Sacrifice,75.9,75.9,50,EDP,Women,Floral,"Woody, Oriental and Musky","Floral, Musky",4.5,neo lek,3.5,88,Floral
225,133,BVLGARI,Petits Et Mamans,327.0,197.75,100,EDT,Women,Floral,Iris and Vanilla,White Peach,4.8,Tiffany,4.2,75,Floral
226,135,TRUSSARDI,My Name,308.0,228.0,50,EDP,Women,Floral,"Dry Amber, Vanilla",Lilac And Musk,4.6,Beautiful Live,4.2,7,Floral
227,141,EMPORIO ARMANI,Because It's You,483.0,154.7,100,EDP,Women,Floral,"Musk, Vanilla and Amberwood",Rose,4.9,Al-Najm,3.7,347,Floral
228,142,Genie,London Burberry,29.0,14.95,25,EDP,Women,Floral,Wood And Musk,"Jasmine, Tiare Flower And Soft Peony",4.7,moon perfume,3.7,199,Floral
229,147,Elizabeth Arden,5th Avenue,155.0,93.0,75,EDP,Women,Floral,"Amber, Tibetan Musk, Sandalwood, Iris and Vanilla","Bulgarian Pink Violet, Ylang-ylang, Jasmine, Indian Tuberose, Peach, Carnation and Nutmeg",4.0,Ryhana Perfume,4.2,25,Floral
230,148,ELIE SAAB,Girl Of Now,561.0,250.0,90,EDP,Women,Floral,"Patchouli,Cashmeran,Tonka bean, Almod milk","Orange Blossom,Magnoli,Almond",4.5,Beuatyone1,3.5,98,Floral
231,158,LACOSTE,Touch Of Pink,238.0,95.0,50,EDT,Women,Floral,"Woodsy-Musk Base, Vanilla","Jasmine, Unexpected Carrot, And Spicy Coriander",4.6,Cute Shop,4.4,59,Floral
232,159,GUESS,Gold,341.0,119.0,75,EDP,Women,Floral,"Sandalwood, Patchouli, Amber, Vetiver And Sensual Musk","Jasmine, Lotus And Intoxicating Seductress Rose",4.9,Beautiful Live,4.2,7,Floral
233,160,BVLGARI,Goldea The Roman Night,530.0,229.25,75,EDP,Women,Floral,"Patchouli,Black Musk,Vetiver,Moss","Black Peony,Night-Blooming Jasmine,Rose,Tuberose",4.7,noon,4.2,98.1K,Floral
234,169,MONTALE,Roses Musk,375.0,237.9,100,EDP,Women,Floral,Musk,Jasmine,5.0,Lolita ShopNo Exchange or Return,3.5,75,Floral
235,170,Kenneth Cole,Black,315.0,177.9,100,EDT,Men,Floral,"Amber, Musk, Violet Leaf And Suede","Nutmeg, Incense, Cedar, Lotus And Exotic Woods",4.5,Alabeer,3.9,33,Floral
236,179,Mariah Carey,Forever,197.0,126.0,100,EDP,Women,Floral,"Musk, Wood","Gardenia, Tuberose",4.0,perfumes--addresses,4.4,59,Floral
237,182,Milton Lloyd,Hawaii London,51.0,23.0,55,EDT,Women,Floral,Woody Notes and Musk,Jasmine and Rose,4.0,hawas,4.2,9,Floral
238,186,COACH,Coach,36.0,8.7,2,EDP,Women,Floral,"Cashmeran, Suede, Musk","Turkish Rose, Gardenia",4.8,top langri,3.7,347,Floral
239,189,Estee Lauder,Private Collection,461.0,199.35,50,EDP,Women,Floral,"Sandalwood, Heliotrope, Amber and Musk","Bulgarian Rose, Chrysanthemum, Reseda, Ylang-Ylang and Coriander",4.6,Rose Gallary,3.9,118,Floral
240,195,J.CASANOVA,Pandora,142.0,88.95,100,EDP,Women,Floral,"Cedar, Moss, Musk, Amber And Sandalwood","Lily-of-the-valley, Rose, Jasmine, Narcissus And Orchid",5.0,noon,4.2,98.1K,Floral
241,198,MONTBLANC,Lady Emblem,8.5,8.5,2,EDT,Men,Floral,"Vanilla, Amber, Musk, and Patchouli","Jasmine, Geranium, Neroli and Ylang-Ylang",5.0,Queen Beauty,3.8,467,Floral
242,200,LACOSTE,Touch Of Pink,249.0,90.0,90,EDT,Women,Floral,"Sandalwood, Musk, Vanilla","Carrot Seeds, Coriander, Jasmine, Violet Leaf, Cardamom",5.0,Cute Shop,3.7,347,Floral
243,201,Dior,Addict,715.0,333.8,100,EDP,Women,Floral,"Amber, Caramel, Vanilla, Sandalwood and Pralines","Honeysuckle, Gardenia, and Jasmine",5.0,AMLAQ,3.9,135,Floral
244,202,BURBERRY,My Burberry Bl,699.0,255.85,90,EDT,Women,Floral,Amber And Patchouli,Candied Rose And Peach Nectar,5.0,AMLAQ,3.9,135,Floral
245,204,TED LAPIDUS,Creation,101.0,50.0,100,EDT,Women,Floral,"Jasmine, Rose, Tuberose, Carnation","Jasmine, Rose, Tuberose, Carnation",4.7,alkhalijiah  perfume,3.5,88,Floral
246,208,LACOSTE,Lacoste,310.0,98.95,50,EDP,Women,Floral,"Himalayan Cedar, Warm Woman Skin Accord, Sandal and Incense",Heliotrope and Jasmine In An Alliance with Hibiscus Blossom and Bulgarian Rose,4.6,noon,4.2,98.1K,Floral
247,213,LANVIN,Rumeur,154.0,71.0,100,EDP,Women,Floral,"Amber, Patchouli, Musk","Orange Blossom, Plum, Rose, Jasmine, Lily Of The Valley",5.0,top langri,3.7,347,Floral
248,215,CHLOE,Love Story,383.0,237.0,50,EDP,Men,Floral,"Sandalwood, Amber, Musk, Vetiver and Brazilian Rosewood","Coriander, Lily, Orange Blossom, Juniper Berries, Basil, Jasmine, Sage, Lily-of-the-Valley and Geranium",4.0,hadayiq baris,3.8,122,Floral
249,216,TED LAPIDUS,Rumba,111.0,58.0,100,EDT,Women,Floral,"Ambergris, vanilla, leather tonka bean, patchouli, musk, sandalwood, cedar, plum, styrax, oakmoss","Honey, jasmine, tuberose, carnation, heliotrope, magnolia, gardenia lily of the valley, orchid, marigold, rose",3.3,hadayiq baris,3.8,122,Floral
250,218,Jimmy Choo,jimmy,441.0,188.95,100,EDP,Women,Floral,"Coffee, patchouli",Orchid,5.0,Faces,3.9,61,Floral
251,220,Dunhill,Desire Silver,192.0,118.95,100,EDT,Men,Floral,"Birch, Vetiver, Amber","Water Notes, Violet Leaf, Cardamom",5.0,noon,4.2,98.1K,Floral
252,222,Britney Spears,Fantasy,189.0,89.95,100,EDP,Women,Floral,"Creamy Musk, Orris Root, Sensual Woods","Cupcakes, White Chocolate Orchid, Jasmine Petals",5.0,noon,4.2,98.1K,Floral
253,228,Lancome,Idol,739.0,299.0,50,EDP,Women,Floral,"White Musk, Vanilla","Turkish Rose, Rose De Mai Indian and Jasmine",5.0,hadayiq baris,3.8,122,Floral
254,229,Dolce & Gabbana,The Only One 2,614.0,137.9,100,EDP,Women,Floral,"Tonka, Patchouli, Ambergris, Amber Woods","Red Rose, Violet, Coffee",4.3,hadayiq baris,3.8,122,Floral
255,239,Lancome,La Vie Est Belle,465.0,233.95,50,EDP,Women,Floral,"Patchouli, Tonka Bean, Vanilla, Praline","Iris, jasmine, Orange Blossom",5.0,Grass gulf,3.9,537,Floral
256,242,Estee Lauder,Private Collection,461.0,199.35,50,EDP,Women,Floral,"Sandalwood, Heliotrope, Amber and Musk","Bulgarian Rose, Chrysanthemum, Reseda, Ylang-Ylang and Coriander",4.6,Rose Gallary,3.5,118,Floral
257,246,CHLOE,Nomade,557.0,290.1,75,EDP,Women,Floral,"Oakmoss, Amberwood, Patchoulli, Sandalwood, White Musk","Freesia, Jasmine, Rose, Peach",4.6,noon,4.2,98.1K,Floral
258,247,EMPORIO ARMANI,Stronger With You,518.0,154.8,100,EDT,Unisex,Floral,"Chestnut, vanilla, musk",Sage,3.5,Beuatyone1,4.2,1.3K,Floral
259,257,CERRUTI 1881,Cerruti,117.0,117.0,100,EDT,Men,Floral,"Musk, Sandalwood, Patchouli, Oakmoss, Cedar, Pepper And Pine Tree","Vetiver, Ylang-ylang, Rose, Lily-of-the-valley And Cassia",1.0,London store,3.7,23,Floral
260,265,BURBERRY,My Burberry Bl,699.0,255.85,90,EDT,Women,Floral,Amber And Patchouli,Candied Rose And Peach Nectar,5.0,AMLAQ,3.9,135,Floral
261,269,Paris Hilton,Fairy Dust,94.0,94.0,100,EDP,Women,Floral,"Vanilla, Musk, Pacsuli","Peach,gardenia,lotus",3.7,fajr-perfume,3.8,23,Floral
262,271,NARCISO RODRIGUEZ,Narciso,591.0,284.95,90,EDP,Women,Floral,"Vetiver, White Cedar Extract and Cedar","Musk, Gardenia, White Rose",5.0,noon,4.2,98.1K,Floral
263,277,Yves Saint Laurent,Cinema,348.0,192.5,90,EDP,Women,Floral,"Vanilla, Amber, Benzoin, White Musk","Jasmine, Peony, Amaryllis",2.0,Parfume-Stor,3.9,135,Floral
264,279,Jacomo,Silences,158.0,143.95,100,EDP,Women,Floral,"Woody,musky","Danmask Rose,iris,narcissus",5.0,AMLAQ,3.9,135,Floral
265,282,GUESS,Marciano,108.95,108.95,100,EDP,Women,Floral,"Powdery Vanilla, Musk And Woody Accord","Floral Rhythm Of Peony, Pink Honeysuckle And Intensively Clean And Sweet Jasmine",5.0,Luxury,412.0,7,Floral
266,287,Ajmal,Rain Drops,234.0,49.9,50,EDP,Women,Floral,Ambery Woody,Animalistic Floral,5.0,Dary.Dar,3.9,178,Floral
267,293,Jean Paul GAULTIER,Scandal,622.0,350.0,80,EDP,Women,Floral,"Sandalwood, Caramel, Beeswax, Patchouli","Honey, Peach, Orange Blossom, Jasmine, Gardenia",5.0,Faces,3.9,61,Floral
268,297,DORALL COLLECTION,Dionysus,39.0,10.6,100,EDT,Men,Floral,"Aromatic Cedarwood, Tonka, Amber And Vetiver","Ozonic Tones With Geranium, Violet, Cool Eucalyptus And Crisp Green Apple",3.0,B.A.G,3.7,14.1K,Floral
269,305,ADOLFO DOMINGUEZ,Vetiver Hombre,456.0,110.25,120,EDT,Men,Floral,"Amber, Cedar, Leather, Vetiver, Patchouli and Roots","Jasmine, Lily and Clove",1.0,Victoria,3.5,30,Floral
270,306,Fendi,Furiosa,550.0,184.5,100,EDP,Women,Floral,"Incense, Gaïac Wood and Amber","Jasmine Absolute, Violaciocca Flower and Gardenia",4.2,noon,4.2,98.1K,Floral
271,308,Lattafa,Velvet Oud,85.0,56.75,100,EDP,Unisex,Floral,"Sandalwood, Tonka Bean, Amber, Patchouli, Musk, Oakmoss, Cedar And Tobacco.","Pine Tree, Honey, Orris Root, Jasmine, Caraway, Petitgrain, Lily-Of-The-Valley, Rose, Brazilian Rosewood And Incense",4.0,noon,4.2,98.1K,Floral
272,310,AVON,Rare Pearls,70.5,70.5,50,EDP,Women,Floral,"Pearl Musk, Sandalwood, And Patchouli","Plum, Honey, Pepper, Pearlescent Flower Accord (magnolia And Broom Flower)",3.0,top langri,3.7,347,Floral
273,313,Guerlain,Mon Florale,635.0,319.0,100,EDP,Women,Floral,"Vanilla, Iris, Sandalwood","Floral Notes, Peony, Jasmine Sambac, Ylang-Ylang, Neroli, Peach, Lily-Of-The-Valley",4.8,Faces,3.9,61,Floral
274,314,GUCCI,Guilty Intense,330.0,224.0,90,EDT,Men,Floral,"Patchouli, Virginia Cedar, Amber","African Orange Flower, Neroli",4.4,flower,3.9,33,Floral
275,316,Michael Kors,kors,419.0,273.0,100,EDP,Women,Floral,"Musk, Cashmere Wood, Vetiver","Tuberose, Iris, Peony, Orris Root, Arum Lily",5.0,Beautiful Live,4.2,7,Floral
276,318,Ajmal,Teenz,134.0,74.85,50,EDP,Women,Floral,"Floral, Fruity, Musky","Fruity, Musky",4.5,noon,4.2,98.1K,Floral
277,324,GUCCI,Premiere,570.0,292.95,75,EDP,Women,Floral,Patchouli and Sandalwood,Orange Blossom and Musk,2.0,AMLAQ,3.9,135,Floral
278,329,GIORGIO ARMANI,Si,620.0,232.9,100,EDP,Women,Floral,"Patchouli, Woods, Amber, Orcanox, Vanilla","Rose de Mai, Neroli, Egyptian Jasmine, Freesia",5.0,Number One,4.2,98.1K,Floral
279,330,AIGNER,Debut Night,433.0,172.8,100,EDP,Women,Floral,"Cedar , Vanilla , Raspberry","Orange Blossom , Rose, Water Lily",5.0,Lolita Shop,4.3,4K,Floral
280,332,Lancome,Idôle ED,14.95,14.95,2,EDT,Women,Floral,"Vanilla, Amber, Musk, and Patchouli","Jasmine, Geranium, Neroli and Ylang-Ylang",5.0,Princess of beauty,3.8,467,Floral
281,336,Calvin Klein,Reveal,427.0,169.0,100,EDP,Women,Floral,"Vetiver, Sandalwood, Cashmere And Musk",Powdery Iris And Ambergris,4.4,Faces,3.6,61,Floral
282,337,GUCCI,Bloom Nettare Di Fiori,516.0,318.8,100,EDP,Women,Floral,"Patchouli, Musks And Osmanthus","Tuberose,Honeysuckle,Jasmine",5.0,perfumes--addresses,4.4,59,Floral
283,339,HUGO BOSS,Femme,415.0,139.35,75,EDP,Women,Floral,"Apricot, Amber, Lemon Tree","Lily, Jasmine, Bulgarian Rose",4.8,Lolita Shop,3.7,23,Floral
284,340,Britney Spears,Fantasy,314.0,99.0,100,EDP,Women,Floral,"Creamy Musk, Orris Root And Sensual Woods","Cupcake, Jasmine And White Chocolate Orchid",4.5,noon,4.2,98.1K,Floral
285,341,ELIE SAAB,Royal,711.0,239.75,90,EDP,Women,Floral,"Indonesian Patchouli Essence, Indian Sandalwood, Amber, Vanilla","Turkish Rose Absolute, Bulgarian Rose Absolute, Lebanese Neroli",5.0,noon,4.2,98.1K,Floral
286,342,GIORGIO ARMANI,Si Fiori,855.0,323.05,100,EDP,Women,Floral,"Vanilla, White Musk","Neroli, Rose",5.0,Number One,4.2,98.1K,Floral
287,350,TRUSSARDI,Uomo,260.0,143.75,100,EDT,Men,Floral,"Patchouli,Oak Moss,Leather","Geranium,Violet,Clary Sage",4.1,Parvant Store,3.8,76,Floral
288,354,Fendi,Furiosa,207.0,101.85,50,EDP,Women,Floral,"Amber, Incense, Guaiac Wood","Jasmine, Violaciocca Flower And Gardenia",4.6,noon,4.2,98.1K,Floral
289,355,GUCCI,Guilty Pour Homme,340.0,200.2,90,EDT,Men,Floral,Patchouli and Virginia Cedar,African Orange Flower,4.5,noon,4.2,98.1K,Floral
290,357,Miu Miu,miu miu,515.0,249.95,100,EDP,Women,Floral,Akigalawood,"Green Notes, Jasmine, Rose",5.0,noon,4.2,98.1K,Floral
291,358,Givenchy,L'Interdit,446.0,228.0,50,EDP,Women,Floral,"Vetiver, Patchouli, Ambroxan and Vanilla","Orange Blossom, Jasmine and Tuberose",5.0,Brand Land,43.0,4K,Floral
292,362,PACO RABANNE,Ultraviolet,281.0,148.65,80,EDP,Women,Floral,Madagascar Vanilla Absolute And Ambergris,Chinese Osmanthus And Indian Sambac Jasmine,4.8,AMLAQ,3.9,135,Floral
293,365,ELIE SAAB,Girl Of Now,583.0,264.9,90,EDP,Women,Floral,"Patchouli, Cashmeran, Tonka Bean And Almond Milk","Range Blossom, Magnolia And Almond",4.0,noon,4.2,98.1K,Floral
294,368,BOUCHERON,Place Vendome,187.0,187.0,100,EDP,Women,Floral,"Cedar, White Musk","Iris, Rose, Jasmine",4.5,the beauty,4.1,538,Floral
295,370,CHANEL,Gabrielle,1126.0,459.0,100,EDP,Women,Floral,Sandalwood and Musk,"Tuberose, Ylang-ylang, Jasmine and Orange blossom",3.7,Al-Najm,3.7,347,Floral
296,371,HUGO BOSS,Ma Vie,185.0,125.0,75,EDP,Women,Floral,"Cedar, Woody Notes","Pink Freesia, Jasmine, Rose",5.0,Rose Gallary,4.2,347,Floral
297,372,Roberto Cavalli,Paradisio Azzuro,499.0,168.0,75,EDP,Women,Floral,"Amberwood, Cashmere Wood, Cypress, Sandalwood, Vanilla","Apple, Jasmine, Peach, Rose, Tuberose, Water Notes",4.8,AMLAQ,3.9,135,Floral
298,375,Guerlain,Mon Bloom Of Rose,586.0,272.0,100,EDT,Women,Floral,"Neroli, Rose",Sambac Jasmine,4.0,Faces,3.9,61,Floral
299,377,TESORI D´ORIENTE,Orchidea della Cina,60.0,38.95,100,EDT,Women,Floral,"Myrrh,Praline,Musk,Vanilla,Sandalwood","Orange Blossom,Tiare Flower,Jasmine,Orchid",4.3,noon,4.2,98.1K,Floral
300,380,DORALL COLLECTION,DC Marine Noir,29.0,9.7,100,EDT,Men,Floral,"Incense, Amber, Cedar, Vetiver, Patchouli, Musk","Water, Sage, Rosemary",3.4,B.A.G,3.7,14.1K,Floral
301,382,GUCCI,Bamboo,575.0,189.0,75,EDP,Women,Floral,Sandalwood,Casablanca Lily and Ylang Ylang Extra-Comoros,4.8,Al-Najm,3.7,347,Floral
